event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount,resolved_amount,amount_inr,has_image_evidence
event_15657,user_170,expense,Fuel refill,transport,debit,562581.22,IDR,2025-07-30,2025-07-30,settled,,fixed,,562581.22,2960.84,False
event_15658,user_170,expense,Neighbourhood restaurant,dining,debit,1422067.86,IDR,2025-02-13,2025-02-13,settled,,reducible,779950.0,1422067.86,7484.27,False
event_15659,user_170,expense,Quick-service meal,dining,debit,1554770.59,IDR,2025-02-27,2025-02-27,settled,,reducible,779950.0,1554770.59,8182.68,False
event_15660,user_170,expense,Quick-service meal,dining,debit,1814790.94,IDR,2025-03-13,2025-03-13,settled,,reducible,779950.0,1814790.94,9551.15,False
event_15661,user_170,expense,Family dinner,dining,debit,1745928.45,IDR,2025-03-27,2025-03-27,settled,,reducible,779950.0,1745928.45,9188.73,False
event_15662,user_170,expense,Neighbourhood restaurant,dining,debit,1976180.26,IDR,2025-04-10,2025-04-10,settled,,reducible,779950.0,1976180.26,10400.53,False
event_15663,user_170,expense,Family dinner,dining,debit,1519448.02,IDR,2025-04-24,2025-04-24,settled,,reducible,779950.0,1519448.02,7996.78,False
event_15664,user_170,expense,Lunch with colleagues,dining,debit,1376116.13,IDR,2025-05-08,2025-05-08,settled,,reducible,779950.0,1376116.13,7242.43,False
event_15665,user_170,expense,Weekend food delivery,dining,debit,1336698.9,IDR,2025-05-22,2025-05-22,settled,,reducible,779950.0,1336698.9,7034.98,False
event_15666,user_170,expense,Coffee shop,dining,debit,1168576.31,IDR,2025-06-05,2025-06-05,settled,,reducible,779950.0,1168576.31,6150.16,False
event_15667,user_170,expense,Weekend food delivery,dining,debit,1219776.17,IDR,2025-06-19,2025-06-19,settled,,reducible,779950.0,1219776.17,6419.62,False
event_15668,user_170,expense,Takeaway order,dining,debit,1234947.56,IDR,2025-07-03,2025-07-03,settled,,reducible,779950.0,1234947.56,6499.47,False
event_15669,user_170,expense,Quick-service meal,dining,debit,1994050.55,IDR,2025-07-17,2025-07-17,settled,,reducible,779950.0,1994050.55,10494.59,False
event_15670,user_170,expense,Lunch with colleagues,dining,debit,1343401.58,IDR,2025-07-31,2025-07-31,settled,,reducible,779950.0,1343401.58,7070.25,False
event_15671,user_170,investment_purchase,Investment contribution,investment,debit,11628000.0,IDR,2025-05-03,2025-05-03,settled,,fixed,,11628000.0,61197.56,False
event_15672,user_171,income,Payroll credit,salary,credit,693.0,EUR,2026-02-15,2026-02-15,settled,,fixed,,693.0,62769.23,False
event_15673,user_171,expense,Building maintenance payment,housing,debit,81.0,EUR,2026-02-05,2026-02-05,settled,,fixed,,81.0,7336.66,False
event_15674,user_171,expense,Energy provider bill,utilities,debit,44.84,EUR,2026-02-08,2026-02-08,settled,,fixed,,44.84,4061.43,False
event_15675,user_171,expense,Household insurance,insurance,debit,22.0,EUR,2026-02-09,2026-02-09,settled,,fixed,,22.0,1992.67,False
event_15676,user_171,expense,Diagnostic test,healthcare,debit,38.27,EUR,2026-02-12,2026-02-12,settled,,fixed,,38.27,3466.35,False
event_15677,user_171,subscription,Streaming subscription,streaming,debit,17.0,EUR,2026-02-11,2026-02-11,settled,,stoppable,,17.0,1539.79,False
event_15678,user_171,income,Payroll credit,salary,credit,693.0,EUR,2026-03-15,2026-03-15,settled,,fixed,,693.0,62769.23,False
event_15679,user_171,expense,Building maintenance payment,housing,debit,81.0,EUR,2026-03-05,2026-03-05,settled,,fixed,,81.0,7336.66,False
event_15680,user_171,expense,Energy provider bill,utilities,debit,41.43,EUR,2026-03-08,2026-03-08,settled,,fixed,,41.43,3752.57,False
event_15681,user_171,expense,Household insurance,insurance,debit,22.0,EUR,2026-03-09,2026-03-09,settled,,fixed,,22.0,1992.67,False
event_15682,user_171,expense,Diagnostic test,healthcare,debit,38.36,EUR,2026-03-12,2026-03-12,settled,,fixed,,38.36,3474.5,False
event_15683,user_171,subscription,Streaming subscription,streaming,debit,17.0,EUR,2026-03-11,2026-03-11,settled,,stoppable,,17.0,1539.79,False
event_15684,user_171,income,Payroll credit,salary,credit,693.0,EUR,2026-04-15,2026-04-15,settled,,fixed,,693.0,62769.23,False
event_15685,user_171,expense,Building maintenance payment,housing,debit,81.0,EUR,2026-04-05,2026-04-05,settled,,fixed,,81.0,7336.66,False
event_15686,user_171,expense,Energy provider bill,utilities,debit,44.92,EUR,2026-04-08,2026-04-08,settled,,fixed,,44.92,4068.68,False
event_15687,user_171,expense,Household insurance,insurance,debit,22.0,EUR,2026-04-09,2026-04-09,settled,,fixed,,22.0,1992.67,False
event_15688,user_171,expense,Diagnostic test,healthcare,debit,33.95,EUR,2026-04-12,2026-04-12,settled,,fixed,,33.95,3075.06,False
event_15689,user_171,subscription,Streaming subscription,streaming,debit,17.0,EUR,2026-04-11,2026-04-11,settled,,stoppable,,17.0,1539.79,False
event_15690,user_171,income,Payroll credit,salary,credit,693.0,EUR,2026-05-15,2026-05-15,settled,,fixed,,693.0,62769.23,False
event_15691,user_171,expense,Building maintenance payment,housing,debit,81.0,EUR,2026-05-05,2026-05-05,settled,,fixed,,81.0,7336.66,False
event_15692,user_171,expense,Energy provider bill,utilities,debit,37.61,EUR,2026-05-08,2026-05-08,settled,,fixed,,37.61,3406.57,False
event_15693,user_171,expense,Household insurance,insurance,debit,22.0,EUR,2026-05-09,2026-05-09,settled,,fixed,,22.0,1992.67,False
event_15694,user_171,expense,Diagnostic test,healthcare,debit,39.62,EUR,2026-05-12,2026-05-12,settled,,fixed,,39.62,3588.62,False
event_15695,user_171,subscription,Streaming subscription,streaming,debit,17.0,EUR,2026-05-11,2026-05-11,settled,,stoppable,,17.0,1539.79,False
event_15696,user_171,income,Payroll credit,salary,credit,693.0,EUR,2026-06-15,2026-06-15,settled,,fixed,,693.0,62769.23,False
event_15697,user_171,expense,Building maintenance payment,housing,debit,81.0,EUR,2026-06-05,2026-06-05,settled,,fixed,,81.0,7336.66,False
event_15698,user_171,expense,Energy provider bill,utilities,debit,40.46,EUR,2026-06-08,2026-06-08,settled,,fixed,,40.46,3664.71,False
event_15699,user_171,expense,Household insurance,insurance,debit,22.0,EUR,2026-06-09,2026-06-09,settled,,fixed,,22.0,1992.67,False
event_15700,user_171,expense,Diagnostic test,healthcare,debit,36.12,EUR,2026-06-12,2026-06-12,settled,,fixed,,36.12,3271.61,False
event_15701,user_171,subscription,Streaming subscription,streaming,debit,17.0,EUR,2026-06-11,2026-06-11,settled,,stoppable,,17.0,1539.79,False
event_15702,user_171,expense,Bulk pantry shop,groceries,debit,26.23,EUR,2026-01-09,2026-01-09,settled,,fixed,,26.23,2375.81,False
event_15703,user_171,expense,Weekly produce market,groceries,debit,36.03,EUR,2026-01-19,2026-01-19,settled,,fixed,,36.03,3263.46,False
event_15704,user_171,expense,Neighbourhood grocer,groceries,debit,30.56,EUR,2026-01-29,2026-01-29,settled,,fixed,,30.56,2768.01,False
event_15705,user_171,expense,Bulk pantry shop,groceries,debit,28.08,EUR,2026-02-08,2026-02-08,settled,,fixed,,28.08,2543.38,False
event_15706,user_171,expense,Neighbourhood grocer,groceries,debit,24.86,EUR,2026-02-18,2026-02-18,settled,,fixed,,24.86,2251.72,False
event_15707,user_171,expense,Grocery delivery,groceries,debit,37.63,EUR,2026-02-28,2026-02-28,settled,,fixed,,37.63,3408.38,False
event_15708,user_171,expense,Supermarket basket,groceries,debit,34.78,EUR,2026-03-10,2026-03-10,settled,,fixed,,34.78,3150.24,False
event_15709,user_171,expense,Fresh food shop,groceries,debit,38.92,EUR,2026-03-20,2026-03-20,settled,,fixed,,38.92,3525.22,False
event_15710,user_171,expense,Household groceries,groceries,debit,26.78,EUR,2026-03-30,2026-03-30,settled,,fixed,,26.78,2425.63,False
event_15711,user_171,expense,Fresh food shop,groceries,debit,38.77,EUR,2026-04-09,2026-04-09,settled,,fixed,,38.77,3511.63,False
event_15712,user_171,expense,Weekly produce market,groceries,debit,27.12,EUR,2026-04-19,2026-04-19,settled,,fixed,,27.12,2456.42,False
event_15713,user_171,expense,Fresh food shop,groceries,debit,34.82,EUR,2026-04-29,2026-04-29,settled,,fixed,,34.82,3153.86,False
event_15714,user_171,expense,Fresh food shop,groceries,debit,30.02,EUR,2026-05-09,2026-05-09,settled,,fixed,,30.02,2719.09,False
event_15715,user_171,expense,Fresh food shop,groceries,debit,29.64,EUR,2026-05-19,2026-05-19,settled,,fixed,,29.64,2684.68,False
event_15716,user_171,expense,Supermarket basket,groceries,debit,36.73,EUR,2026-05-29,2026-05-29,settled,,fixed,,36.73,3326.86,False
event_15717,user_171,expense,Neighbourhood grocer,groceries,debit,32.46,EUR,2026-06-08,2026-06-08,settled,,fixed,,32.46,2940.1,False
event_15718,user_171,expense,Grocery delivery,groceries,debit,34.45,EUR,2026-06-18,2026-06-18,settled,,fixed,,34.45,3120.35,False
event_15719,user_171,expense,Weekly produce market,groceries,debit,39.01,EUR,2026-06-28,2026-06-28,settled,,fixed,,39.01,3533.37,False
event_15720,user_171,expense,Fuel refill,transport,debit,16.39,EUR,2026-01-10,2026-01-10,settled,,fixed,,16.39,1484.54,False
event_15721,user_171,expense,Vehicle charging,transport,debit,18.85,EUR,2026-01-24,2026-01-24,settled,,fixed,,18.85,1707.36,False
event_15722,user_171,expense,Vehicle charging,transport,debit,14.69,EUR,2026-02-07,2026-02-07,settled,,fixed,,14.69,1330.56,False
event_15723,user_171,expense,Vehicle charging,transport,debit,11.73,EUR,2026-02-21,2026-02-21,settled,,fixed,,11.73,1062.46,False
event_15724,user_171,expense,Local taxi,transport,debit,15.71,EUR,2026-03-07,2026-03-07,settled,,fixed,,15.71,1422.95,False
event_15725,user_171,expense,Ride-hailing trip,transport,debit,20.39,EUR,2026-03-21,2026-03-21,settled,,fixed,,20.39,1846.85,False
event_15726,user_171,expense,Parking and tolls,transport,debit,15.76,EUR,2026-04-04,2026-04-04,settled,,fixed,,15.76,1427.48,False
event_15727,user_171,expense,Local taxi,transport,debit,15.56,EUR,2026-04-18,2026-04-18,settled,,fixed,,15.56,1409.36,False
event_15728,user_171,expense,Ride-hailing trip,transport,debit,18.93,EUR,2026-05-02,2026-05-02,settled,,fixed,,18.93,1714.61,False
event_15729,user_171,expense,Ride-hailing trip,transport,debit,17.46,EUR,2026-05-16,2026-05-16,settled,,fixed,,17.46,1581.46,False
event_15730,user_171,expense,Parking and tolls,transport,debit,15.0,EUR,2026-05-30,2026-05-30,settled,,fixed,,15.0,1358.64,False
event_15731,user_171,expense,Ride-hailing trip,transport,debit,15.23,EUR,2026-06-13,2026-06-13,settled,,fixed,,15.23,1379.47,False
event_15732,user_171,expense,Parking and tolls,transport,debit,19.54,EUR,2026-06-27,2026-06-27,settled,,fixed,,19.54,1769.86,False
event_15733,user_171,expense,Quick-service meal,dining,debit,38.04,EUR,2026-01-06,2026-01-06,settled,,reducible,15.0,38.04,3445.51,False
event_15734,user_171,expense,Bakery and snacks,dining,debit,33.3,EUR,2026-01-20,2026-01-20,settled,,reducible,15.0,33.3,3016.18,False
event_15735,user_171,expense,Family dinner,dining,debit,29.44,EUR,2026-02-03,2026-02-03,settled,,reducible,15.0,29.44,2666.56,False
event_15736,user_171,expense,Neighbourhood restaurant,dining,debit,27.11,EUR,2026-02-17,2026-02-17,settled,,reducible,15.0,27.11,2455.52,False
event_15737,user_171,expense,Family dinner,dining,debit,26.1,EUR,2026-03-03,2026-03-03,settled,,reducible,15.0,26.1,2364.04,False
event_15738,user_171,expense,Neighbourhood restaurant,dining,debit,34.33,EUR,2026-03-17,2026-03-17,settled,,reducible,15.0,34.33,3109.48,False
event_15739,user_171,expense,Coffee shop,dining,debit,30.88,EUR,2026-03-31,2026-03-31,settled,,reducible,15.0,30.88,2796.99,False
event_15740,user_171,expense,Bakery and snacks,dining,debit,27.91,EUR,2026-04-14,2026-04-14,settled,,reducible,15.0,27.91,2527.98,False
event_15741,user_171,expense,Bakery and snacks,dining,debit,22.01,EUR,2026-04-28,2026-04-28,settled,,reducible,15.0,22.01,1993.58,False
event_15742,user_171,expense,Lunch with colleagues,dining,debit,22.64,EUR,2026-05-12,2026-05-12,settled,,reducible,15.0,22.64,2050.64,False
event_15743,user_171,expense,Quick-service meal,dining,debit,28.05,EUR,2026-05-26,2026-05-26,settled,,reducible,15.0,28.05,2540.66,False
event_15744,user_171,expense,Lunch with colleagues,dining,debit,36.84,EUR,2026-06-09,2026-06-09,settled,,reducible,15.0,36.84,3336.82,False
event_15745,user_171,expense,Bakery and snacks,dining,debit,24.96,EUR,2026-06-23,2026-06-23,settled,,reducible,15.0,24.96,2260.78,False
event_15746,user_172,income,Payroll credit,salary,credit,34540.0,ZAR,2024-01-15,2024-01-15,settled,,fixed,,34540.0,156424.9,False
event_15747,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-01-01,2024-01-01,settled,,fixed,,10340.0,46827.84,False
event_15748,user_172,expense,Household utility payment,utilities,debit,1883.56,ZAR,2024-01-05,2024-01-05,settled,,fixed,,1883.56,8530.27,False
event_15749,user_172,debt_payment,Loan repayment,debt_repayment,debit,5148.0,ZAR,2024-01-10,2024-01-10,settled,,fixed,,5148.0,23314.28,False
event_15750,user_172,expense,Diagnostic test,healthcare,debit,1340.66,ZAR,2024-01-09,2024-01-09,settled,,fixed,,1340.66,6071.59,False
event_15751,user_172,expense,Dependent care payment,family_support,debit,3058.0,ZAR,2024-01-12,2024-01-12,settled,,fixed,,3058.0,13849.08,False
event_15752,user_172,subscription,Online backup subscription,cloud_storage,debit,290.4,ZAR,2024-01-11,2024-01-11,settled,,stoppable,,290.4,1315.16,False
event_15753,user_172,expense,Monthly shopping spend,shopping,debit,854.6,ZAR,2024-01-11,2024-01-11,settled,,reducible,322.08,854.6,3870.32,False
event_15754,user_172,income,Payroll credit,salary,credit,34540.0,ZAR,2024-02-15,2024-02-15,settled,,fixed,,34540.0,156424.9,False
event_15755,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-02-01,2024-02-01,settled,,fixed,,10340.0,46827.84,False
event_15756,user_172,expense,Household utility payment,utilities,debit,1759.83,ZAR,2024-02-05,2024-02-05,settled,,fixed,,1759.83,7969.93,False
event_15757,user_172,debt_payment,Loan repayment,debt_repayment,debit,5148.0,ZAR,2024-02-10,2024-02-10,settled,,fixed,,5148.0,23314.28,False
event_15758,user_172,expense,Diagnostic test,healthcare,debit,1461.96,ZAR,2024-02-09,2024-02-09,settled,,fixed,,1461.96,6620.93,False
event_15759,user_172,expense,Dependent care payment,family_support,debit,3058.0,ZAR,2024-02-12,2024-02-12,settled,,fixed,,3058.0,13849.08,False
event_15760,user_172,subscription,Online backup subscription,cloud_storage,debit,290.4,ZAR,2024-02-11,2024-02-11,settled,,stoppable,,290.4,1315.16,False
event_15761,user_172,expense,Monthly shopping spend,shopping,debit,874.64,ZAR,2024-02-11,2024-02-11,settled,,reducible,322.08,874.64,3961.07,False
event_15762,user_172,income,Payroll credit,salary,credit,34540.0,ZAR,2024-03-15,2024-03-15,settled,,fixed,,34540.0,156424.9,False
event_15763,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-03-01,2024-03-01,settled,,fixed,,10340.0,46827.84,False
event_15764,user_172,expense,Household utility payment,utilities,debit,1617.26,ZAR,2024-03-05,2024-03-05,settled,,fixed,,1617.26,7324.25,False
event_15765,user_172,debt_payment,Loan repayment,debt_repayment,debit,5148.0,ZAR,2024-03-10,2024-03-10,settled,,fixed,,5148.0,23314.28,False
event_15766,user_172,expense,Diagnostic test,healthcare,debit,1409.37,ZAR,2024-03-09,2024-03-09,settled,,fixed,,1409.37,6382.76,False
event_15767,user_172,expense,Dependent care payment,family_support,debit,3058.0,ZAR,2024-03-12,2024-03-12,settled,,fixed,,3058.0,13849.08,False
event_15768,user_172,subscription,Online backup subscription,cloud_storage,debit,290.4,ZAR,2024-03-11,2024-03-11,settled,,stoppable,,290.4,1315.16,False
event_15769,user_172,expense,Monthly shopping spend,shopping,debit,738.33,ZAR,2024-03-11,2024-03-11,settled,,reducible,322.08,738.33,3343.75,False
event_15770,user_172,income,Payroll credit,salary,credit,34540.0,ZAR,2024-04-15,2024-04-15,settled,,fixed,,34540.0,156424.9,False
event_15771,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-04-01,2024-04-01,settled,,fixed,,10340.0,46827.84,False
event_15772,user_172,expense,Household utility payment,utilities,debit,1888.13,ZAR,2024-04-05,2024-04-05,settled,,fixed,,1888.13,8550.97,False
event_15773,user_172,debt_payment,Loan repayment,debt_repayment,debit,5148.0,ZAR,2024-04-10,2024-04-10,settled,,fixed,,5148.0,23314.28,False
event_15774,user_172,expense,Diagnostic test,healthcare,debit,1411.86,ZAR,2024-04-09,2024-04-09,settled,,fixed,,1411.86,6394.04,False
event_15775,user_172,expense,Dependent care payment,family_support,debit,3058.0,ZAR,2024-04-12,2024-04-12,settled,,fixed,,3058.0,13849.08,False
event_15776,user_172,subscription,Online backup subscription,cloud_storage,debit,290.4,ZAR,2024-04-11,2024-04-11,settled,,stoppable,,290.4,1315.16,False
event_15777,user_172,expense,Monthly shopping spend,shopping,debit,835.57,ZAR,2024-04-11,2024-04-11,settled,,reducible,322.08,835.57,3784.13,False
event_15778,user_172,income,Payroll credit,salary,credit,34540.0,ZAR,2024-05-15,2024-05-15,settled,,fixed,,34540.0,156424.9,False
event_15779,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-05-01,2024-05-01,settled,,fixed,,10340.0,46827.84,False
event_15780,user_172,expense,Household utility payment,utilities,debit,1626.18,ZAR,2024-05-05,2024-05-05,settled,,fixed,,1626.18,7364.65,False
event_15781,user_172,debt_payment,Loan repayment,debt_repayment,debit,5148.0,ZAR,2024-05-10,2024-05-10,settled,,fixed,,5148.0,23314.28,False
event_15782,user_172,expense,Diagnostic test,healthcare,debit,1543.73,ZAR,2024-05-09,2024-05-09,settled,,fixed,,1543.73,6991.25,False
event_15783,user_172,expense,Dependent care payment,family_support,debit,3058.0,ZAR,2024-05-12,2024-05-12,settled,,fixed,,3058.0,13849.08,False
event_15784,user_172,subscription,Online backup subscription,cloud_storage,debit,290.4,ZAR,2024-05-11,2024-05-11,settled,,stoppable,,290.4,1315.16,False
event_15785,user_172,expense,Monthly shopping spend,shopping,debit,720.85,ZAR,2024-05-11,2024-05-11,settled,,reducible,322.08,720.85,3264.59,False
event_15786,user_172,expense,Landlord standing order,rent,debit,10340.0,ZAR,2024-06-01,2024-06-01,settled,,fixed,,10340.0,46827.84,False
event_15787,user_172,expense,Neighbourhood grocer,groceries,debit,1281.73,ZAR,2023-12-10,2023-12-10,settled,,fixed,,1281.73,5804.7,False
event_15788,user_172,expense,Local market purchase,groceries,debit,1832.22,ZAR,2023-12-17,2023-12-17,settled,,fixed,,1832.22,8297.77,False
event_15789,user_172,expense,Neighbourhood grocer,groceries,debit,1191.4,ZAR,2023-12-24,2023-12-24,settled,,fixed,,1191.4,5395.62,False
event_15790,user_172,expense,Grocery delivery,groceries,debit,1361.19,ZAR,2023-12-31,2023-12-31,settled,,fixed,,1361.19,6164.56,False
event_15791,user_172,expense,Weekly produce market,groceries,debit,1837.95,ZAR,2024-01-07,2024-01-07,settled,,fixed,,1837.95,8323.72,False
event_15792,user_172,expense,Neighbourhood grocer,groceries,debit,1476.51,ZAR,2024-01-14,2024-01-14,settled,,fixed,,1476.51,6686.82,False
event_15793,user_172,expense,Fresh food shop,groceries,debit,1427.35,ZAR,2024-01-21,2024-01-21,settled,,fixed,,1427.35,6464.19,False
event_15794,user_172,expense,Bulk pantry shop,groceries,debit,1368.39,ZAR,2024-01-28,2024-01-28,settled,,fixed,,1368.39,6197.17,False
event_15795,user_172,expense,Household groceries,groceries,debit,1908.52,ZAR,2024-02-04,2024-02-04,settled,,fixed,,1908.52,8643.31,False
event_15796,user_172,expense,Grocery delivery,groceries,debit,1791.53,ZAR,2024-02-11,2024-02-11,settled,,fixed,,1791.53,8113.49,False
event_15797,user_172,expense,Fresh food shop,groceries,debit,1236.93,ZAR,2024-02-18,2024-02-18,settled,,fixed,,1236.93,5601.81,False
event_15798,user_172,expense,Neighbourhood grocer,groceries,debit,1498.63,ZAR,2024-02-25,2024-02-25,settled,,fixed,,1498.63,6787.0,False
event_15799,user_172,expense,Grocery delivery,groceries,debit,1470.94,ZAR,2024-03-03,2024-03-03,settled,,fixed,,1470.94,6661.6,False
event_15800,user_172,expense,Household groceries,groceries,debit,1723.13,ZAR,2024-03-10,2024-03-10,settled,,fixed,,1723.13,7803.72,False
event_15801,user_172,expense,Local market purchase,groceries,debit,1082.8,ZAR,2024-03-17,2024-03-17,settled,,fixed,,1082.8,4903.79,False
event_15802,user_172,expense,Bulk pantry shop,groceries,debit,1418.4,ZAR,2024-03-24,2024-03-24,settled,,fixed,,1418.4,6423.66,False
event_15803,user_172,expense,Bulk pantry shop,groceries,debit,1141.77,ZAR,2024-03-31,2024-03-31,settled,,fixed,,1141.77,5170.85,False
event_15804,user_172,expense,Weekly produce market,groceries,debit,1304.29,ZAR,2024-04-07,2024-04-07,settled,,fixed,,1304.29,5906.87,False
event_15805,user_172,expense,Local market purchase,groceries,debit,1698.28,ZAR,2024-04-14,2024-04-14,settled,,fixed,,1698.28,7691.18,False
event_15806,user_172,expense,Neighbourhood grocer,groceries,debit,1519.46,ZAR,2024-04-21,2024-04-21,settled,,fixed,,1519.46,6881.34,False
event_15807,user_172,expense,Neighbourhood grocer,groceries,debit,1714.32,ZAR,2024-04-28,2024-04-28,settled,,fixed,,1714.32,7763.82,False
event_15808,user_172,expense,Local market purchase,groceries,debit,1310.46,ZAR,2024-05-05,2024-05-05,settled,,fixed,,1310.46,5934.82,False
event_15809,user_172,expense,Bulk pantry shop,groceries,debit,1873.5,ZAR,2024-05-12,2024-05-12,settled,,fixed,,1873.5,8484.71,False
event_15810,user_172,expense,Weekly produce market,groceries,debit,1868.29,ZAR,2024-05-19,2024-05-19,settled,,fixed,,1868.29,8461.12,False
event_15811,user_172,expense,Neighbourhood grocer,groceries,debit,1448.04,ZAR,2024-05-26,2024-05-26,settled,,fixed,,1448.04,6557.89,False
event_15812,user_172,expense,Neighbourhood grocer,groceries,debit,1084.85,ZAR,2024-06-02,2024-06-02,settled,,fixed,,1084.85,4913.07,False
event_15813,user_172,expense,Rail pass,transport,debit,748.73,ZAR,2023-12-11,2023-12-11,settled,,fixed,,748.73,3390.85,False
event_15814,user_172,expense,Metro and bus fares,transport,debit,902.72,ZAR,2023-12-25,2023-12-25,settled,,fixed,,902.72,4088.24,False
event_15815,user_172,expense,Commuter pass,transport,debit,564.78,ZAR,2024-01-08,2024-01-08,settled,,fixed,,564.78,2557.78,False
event_15816,user_172,expense,Local taxi,transport,debit,603.13,ZAR,2024-01-22,2024-01-22,settled,,fixed,,603.13,2731.46,False
event_15817,user_172,expense,Parking and tolls,transport,debit,818.17,ZAR,2024-02-05,2024-02-05,settled,,fixed,,818.17,3705.33,False
event_15818,user_172,expense,Metro and bus fares,transport,debit,609.75,ZAR,2024-02-19,2024-02-19,settled,,fixed,,609.75,2761.44,False
event_15819,user_172,expense,Ride-hailing trip,transport,debit,561.48,ZAR,2024-03-04,2024-03-04,settled,,fixed,,561.48,2542.83,False
event_15820,user_172,expense,Parking and tolls,transport,debit,541.13,ZAR,2024-03-18,2024-03-18,settled,,fixed,,541.13,2450.67,False
event_15821,user_172,expense,Ride-hailing trip,transport,debit,648.88,ZAR,2024-04-01,2024-04-01,settled,,fixed,,648.88,2938.65,False
event_15822,user_172,expense,Vehicle charging,transport,debit,658.45,ZAR,2024-04-15,2024-04-15,settled,,fixed,,658.45,2981.99,False
event_15823,user_172,expense,Parking and tolls,transport,debit,914.71,ZAR,2024-04-29,2024-04-29,settled,,fixed,,914.71,4142.54,False
event_15824,user_172,expense,Ride-hailing trip,transport,debit,596.96,ZAR,2024-05-13,2024-05-13,settled,,fixed,,596.96,2703.52,False
event_15825,user_172,expense,Commuter pass,transport,debit,671.71,ZAR,2024-05-27,2024-05-27,settled,,fixed,,671.71,3042.04,False
event_15826,user_173,income,International employer payroll,salary,credit,1284.0,USD,2025-06-15,2025-06-15,settled,,fixed,,1284.0,106995.72,False
event_15827,user_173,expense,Apartment rent transfer,rent,debit,34000.0,INR,2025-06-02,2025-06-02,settled,,fixed,,34000.0,34000.0,False
event_15828,user_173,expense,Household utility payment,utilities,debit,6073.32,INR,2025-06-06,2025-06-06,settled,,fixed,,6073.32,6073.32,False
event_15829,user_173,expense,Vehicle insurance premium,insurance,debit,4480.0,INR,2025-06-07,2025-06-07,settled,,fixed,,4480.0,4480.0,False
event_15830,user_173,subscription,Cloud storage plan,cloud_storage,debit,420.0,INR,2025-06-12,2025-06-12,settled,,fixed,,420.0,420.0,False
event_15831,user_173,subscription,Video streaming plan,streaming,debit,3140.0,INR,2025-06-09,2025-06-09,settled,,fixed,,3140.0,3140.0,False
event_15832,user_173,expense,Household shopping,shopping,debit,3420.26,INR,2025-06-12,2025-06-12,settled,,reducible,1272.0,3420.26,3420.26,False
event_15833,user_173,expense,Weekend entertainment,entertainment,debit,1866.94,INR,2025-06-14,2025-06-14,settled,,fixed,,1866.94,1866.94,False
event_15834,user_173,income,International employer payroll,salary,credit,1284.0,USD,2025-07-15,2025-07-15,settled,,fixed,,1284.0,106995.72,False
event_15835,user_173,expense,Apartment rent transfer,rent,debit,34000.0,INR,2025-07-02,2025-07-02,settled,,fixed,,34000.0,34000.0,False
event_15836,user_173,expense,Household utility payment,utilities,debit,5090.45,INR,2025-07-06,2025-07-06,settled,,fixed,,5090.45,5090.45,False
event_15837,user_173,expense,Vehicle insurance premium,insurance,debit,4480.0,INR,2025-07-07,2025-07-07,settled,,fixed,,4480.0,4480.0,False
event_15838,user_173,subscription,Cloud storage plan,cloud_storage,debit,420.0,INR,2025-07-12,2025-07-12,settled,,fixed,,420.0,420.0,False
event_15839,user_173,subscription,Video streaming plan,streaming,debit,3140.0,INR,2025-07-09,2025-07-09,settled,,fixed,,3140.0,3140.0,False
event_15840,user_173,expense,Household shopping,shopping,debit,3551.22,INR,2025-07-12,2025-07-12,settled,,reducible,1272.0,3551.22,3551.22,False
event_15841,user_173,expense,Weekend entertainment,entertainment,debit,1800.11,INR,2025-07-14,2025-07-14,settled,,fixed,,1800.11,1800.11,False
event_15842,user_173,income,International employer payroll,salary,credit,1284.0,USD,2025-08-15,2025-08-15,settled,,fixed,,1284.0,106995.72,False
event_15843,user_173,expense,Apartment rent transfer,rent,debit,34000.0,INR,2025-08-02,2025-08-02,settled,,fixed,,34000.0,34000.0,False
event_15844,user_173,expense,Household utility payment,utilities,debit,5369.53,INR,2025-08-06,2025-08-06,settled,,fixed,,5369.53,5369.53,False
event_15845,user_173,expense,Vehicle insurance premium,insurance,debit,4480.0,INR,2025-08-07,2025-08-07,settled,,fixed,,4480.0,4480.0,False
event_15846,user_173,subscription,Cloud storage plan,cloud_storage,debit,420.0,INR,2025-08-12,2025-08-12,settled,,fixed,,420.0,420.0,False
event_15847,user_173,subscription,Video streaming plan,streaming,debit,3140.0,INR,2025-08-09,2025-08-09,settled,,fixed,,3140.0,3140.0,False
event_15848,user_173,expense,Household shopping,shopping,debit,3058.81,INR,2025-08-12,2025-08-12,settled,,reducible,1272.0,3058.81,3058.81,False
event_15849,user_173,expense,Weekend entertainment,entertainment,debit,1798.9,INR,2025-08-14,2025-08-14,settled,,fixed,,1798.9,1798.9,False
event_15850,user_173,income,International employer payroll,salary,credit,1284.0,USD,2025-09-15,2025-09-15,settled,,fixed,,1284.0,106995.72,False
event_15851,user_173,expense,Apartment rent transfer,rent,debit,34000.0,INR,2025-09-02,2025-09-02,settled,,fixed,,34000.0,34000.0,False
