payment_option_id,request_id,payment_method,payment_amount,number_of_payments,payment_frequency_days,total_duration_days,financing_fee,total_payable_amount,is_recommended_option,request_affordability_status
payment_option_584,request_203,full_payment,1442.1,1,30.0,0.0,0.0,1442.1,False,affordable_with_plan
payment_option_585,request_203,installments,105.75,15,30.0,420.0,144.15,1586.25,True,affordable_with_plan
payment_option_586,request_204,full_payment,588.74,1,30.0,0.0,0.0,588.74,True,affordable_now
payment_option_587,request_204,installments,33.86,18,31.0,527.0,20.74,609.48,False,affordable_now
payment_option_588,request_204,installments,25.76,24,30.0,690.0,29.5,618.24,False,affordable_now
payment_option_589,request_205,full_payment,10621000.0,1,30.0,0.0,0.0,10621000.0,True,affordable_now
payment_option_590,request_205,installments,596799.05,21,28.0,560.0,1911780.05,12532780.05,False,affordable_now
payment_option_591,request_205,installments,1911780.0,6,30.0,150.0,849680.0,11470680.0,False,affordable_now
payment_option_592,request_206,installments,486.96,3,28.0,56.0,56.18,1460.88,True,affordable_with_plan
payment_option_593,request_206,full_payment,1404.7,1,30.0,0.0,0.0,1404.7,False,affordable_with_plan
payment_option_594,request_206,installments,103.01,15,30.0,420.0,140.45,1545.15,True,affordable_with_plan
payment_option_595,request_207,full_payment,11830.0,1,30.0,0.0,0.0,11830.0,False,affordable_later
payment_option_596,request_207,installments,680.23,18,31.0,527.0,414.14,12244.14,False,affordable_later
payment_option_597,request_208,full_payment,4413000.0,1,30.0,0.0,0.0,4413000.0,False,affordable_later
payment_option_598,request_208,installments,217497.86,21,28.0,560.0,154455.06,4567455.06,False,affordable_later
payment_option_599,request_208,installments,193068.75,24,31.0,713.0,220650.0,4633650.0,False,affordable_later
payment_option_600,request_209,full_payment,56914.0,1,30.0,0.0,0.0,56914.0,False,not_affordable
payment_option_601,request_209,installments,4173.69,15,30.0,420.0,5691.35,62605.35,False,not_affordable
payment_option_602,request_210,full_payment,1360.02,1,30.0,0.0,0.0,1360.02,False,affordable_with_plan
payment_option_603,request_210,installments,471.48,3,28.0,56.0,54.42,1414.44,False,affordable_with_plan
payment_option_604,request_210,installments,360.41,4,30.0,90.0,81.62,1441.64,False,affordable_with_plan
payment_option_605,request_211,full_payment,1788.6,1,30.0,0.0,0.0,1788.6,False,affordable_later
payment_option_606,request_211,installments,100.5,21,28.0,560.0,321.9,2110.5,False,affordable_later
payment_option_607,request_212,full_payment,71934000.0,1,30.0,0.0,0.0,71934000.0,False,not_affordable
payment_option_608,request_212,installments,5275160.0,15,30.0,420.0,7193400.0,79127400.0,False,not_affordable
payment_option_609,request_212,installments,3656645.0,24,28.0,644.0,15825480.0,87759480.0,False,not_affordable
payment_option_610,request_213,installments,1165.63,3,30.0,60.0,134.49,3496.89,True,affordable_with_plan
payment_option_611,request_213,full_payment,3362.4,1,30.0,0.0,0.0,3362.4,False,affordable_with_plan
payment_option_612,request_213,installments,212.95,18,31.0,527.0,470.7,3833.1,True,affordable_with_plan
payment_option_613,request_214,full_payment,69750.0,1,30.0,0.0,0.0,69750.0,False,not_affordable
payment_option_614,request_214,installments,36270.0,2,28.0,28.0,2790.0,72540.0,False,not_affordable
payment_option_615,request_214,installments,24645.0,3,31.0,62.0,4185.0,73935.0,False,not_affordable
payment_option_616,request_215,installments,10395.15,3,28.0,56.0,1199.45,31185.45,True,affordable_with_plan
payment_option_617,request_215,full_payment,29986.0,1,30.0,0.0,0.0,29986.0,False,affordable_with_plan
payment_option_618,request_215,installments,2198.97,15,30.0,420.0,2998.55,32984.55,True,affordable_with_plan
payment_option_619,request_216,full_payment,3332.4,1,30.0,0.0,0.0,3332.4,False,not_affordable
payment_option_620,request_216,installments,211.05,18,31.0,527.0,466.5,3798.9,False,not_affordable
payment_option_621,request_216,installments,169.4,24,30.0,690.0,733.2,4065.6,False,not_affordable
payment_option_622,request_217,installments,12889.07,3,31.0,62.0,1487.21,38667.21,True,affordable_with_plan
payment_option_623,request_217,full_payment,37180.0,1,30.0,0.0,0.0,37180.0,False,affordable_with_plan
payment_option_624,request_217,installments,2089.16,21,28.0,560.0,6692.36,43872.36,True,affordable_with_plan
payment_option_625,request_218,installments,21195893.33,3,28.0,56.0,2445679.99,63587679.99,True,affordable_with_plan
payment_option_626,request_218,full_payment,61142000.0,1,30.0,0.0,0.0,61142000.0,False,affordable_with_plan
payment_option_627,request_218,installments,4483746.67,15,30.0,420.0,6114200.05,67256200.05,True,affordable_with_plan
payment_option_628,request_219,installments,580.01,3,30.0,60.0,66.93,1740.03,True,affordable_with_plan
payment_option_629,request_219,full_payment,1673.1,1,30.0,0.0,0.0,1673.1,False,affordable_with_plan
payment_option_630,request_219,installments,105.96,18,31.0,527.0,234.18,1907.28,True,affordable_with_plan
payment_option_631,request_220,full_payment,3118.5,1,30.0,0.0,0.0,3118.5,False,not_affordable
payment_option_632,request_220,installments,175.23,21,28.0,560.0,561.33,3679.83,False,not_affordable
payment_option_633,request_220,installments,158.52,24,31.0,713.0,685.98,3804.48,False,not_affordable
payment_option_634,request_221,full_payment,109800.0,1,30.0,0.0,0.0,109800.0,True,affordable_now
payment_option_635,request_221,installments,8052.0,15,30.0,420.0,10980.0,120780.0,False,affordable_now
payment_option_636,request_221,installments,19764.0,6,31.0,155.0,8784.0,118584.0,False,affordable_now
payment_option_637,request_222,full_payment,34078.0,1,30.0,0.0,0.0,34078.0,True,affordable_now
payment_option_638,request_222,installments,2158.27,18,31.0,527.0,4770.86,38848.86,False,affordable_now
payment_option_639,request_222,installments,6134.04,6,28.0,140.0,2726.24,36804.24,False,affordable_now
payment_option_640,request_222,installments,1732.3,24,30.0,690.0,7497.2,41575.2,False,affordable_now
payment_option_641,request_223,full_payment,898.7,1,30.0,0.0,0.0,898.7,True,affordable_now
payment_option_642,request_223,installments,50.5,21,28.0,560.0,161.8,1060.5,False,affordable_now
payment_option_643,request_223,installments,161.77,6,30.0,150.0,71.92,970.62,False,affordable_now
payment_option_644,request_224,full_payment,10327000.0,1,30.0,0.0,0.0,10327000.0,False,affordable_with_plan
payment_option_645,request_224,installments,5370040.0,2,28.0,28.0,413080.0,10740080.0,False,affordable_with_plan
payment_option_646,request_224,installments,3648873.34,3,28.0,56.0,619620.02,10946620.02,False,affordable_with_plan
payment_option_647,request_225,installments,7647120.0,3,30.0,60.0,882360.0,22941360.0,True,affordable_with_plan
payment_option_648,request_225,full_payment,22059000.0,1,30.0,0.0,0.0,22059000.0,False,affordable_with_plan
payment_option_649,request_225,installments,1397070.0,18,31.0,527.0,3088260.0,25147260.0,True,affordable_with_plan
payment_option_650,request_226,full_payment,157000.0,1,30.0,0.0,0.0,157000.0,True,affordable_now
payment_option_651,request_226,installments,8821.9,21,28.0,560.0,28259.9,185259.9,False,affordable_now
payment_option_652,request_226,installments,28260.0,6,30.0,150.0,12560.0,169560.0,False,affordable_now
payment_option_653,request_226,installments,7980.83,24,31.0,713.0,34539.92,191539.92,False,affordable_now
payment_option_654,request_227,full_payment,259700.0,1,30.0,0.0,0.0,259700.0,False,not_affordable
payment_option_655,request_227,installments,19044.67,15,30.0,420.0,25970.05,285670.05,False,not_affordable
payment_option_656,request_228,full_payment,63327000.0,1,30.0,0.0,0.0,63327000.0,False,not_affordable
payment_option_657,request_228,installments,4010710.0,18,31.0,527.0,8865780.0,72192780.0,False,not_affordable
payment_option_658,request_228,installments,3219122.5,24,30.0,690.0,13931940.0,77258940.0,False,not_affordable
payment_option_659,request_229,installments,529.29,3,31.0,62.0,61.07,1587.87,False,not_affordable
payment_option_660,request_229,full_payment,1526.8,1,30.0,0.0,0.0,1526.8,False,not_affordable
payment_option_661,request_229,installments,85.79,21,28.0,560.0,274.79,1801.59,False,not_affordable
payment_option_662,request_230,full_payment,3537.6,1,30.0,0.0,0.0,3537.6,True,affordable_now
payment_option_663,request_230,installments,259.42,15,30.0,420.0,353.7,3891.3,False,affordable_now
payment_option_664,request_230,installments,636.77,6,31.0,155.0,283.02,3820.62,False,affordable_now
payment_option_665,request_230,installments,179.83,24,28.0,644.0,778.32,4315.92,False,affordable_now
payment_option_666,request_231,installments,12378.08,3,30.0,60.0,1428.24,37134.24,True,affordable_with_plan
payment_option_667,request_231,full_payment,35706.0,1,30.0,0.0,0.0,35706.0,False,affordable_with_plan
payment_option_668,request_231,installments,2261.38,18,31.0,527.0,4998.84,40704.84,True,affordable_with_plan
payment_option_669,request_232,full_payment,1970.1,1,30.0,0.0,0.0,1970.1,False,not_affordable
payment_option_670,request_232,installments,110.7,21,28.0,560.0,354.6,2324.7,False,not_affordable
payment_option_671,request_232,installments,100.15,24,31.0,713.0,433.5,2403.6,False,not_affordable
payment_option_672,request_233,full_payment,6241000.0,1,30.0,0.0,0.0,6241000.0,False,not_affordable
payment_option_673,request_233,installments,3245320.0,2,31.0,31.0,249640.0,6490640.0,False,not_affordable
payment_option_674,request_234,full_payment,1213.3,1,30.0,0.0,0.0,1213.3,False,affordable_later
payment_option_675,request_234,installments,76.84,18,31.0,527.0,169.82,1383.12,False,affordable_later
payment_option_676,request_234,installments,61.68,24,30.0,690.0,267.02,1480.32,False,affordable_later
payment_option_677,request_235,full_payment,967.2,1,30.0,0.0,0.0,967.2,True,affordable_now
payment_option_678,request_235,installments,54.35,21,28.0,560.0,174.15,1141.35,False,affordable_now
payment_option_679,request_235,installments,174.1,6,30.0,150.0,77.4,1044.6,False,affordable_now
payment_option_680,request_236,full_payment,52383000.0,1,30.0,0.0,0.0,52383000.0,False,not_affordable
payment_option_681,request_236,installments,3841420.0,15,30.0,420.0,5238300.0,57621300.0,False,not_affordable
payment_option_682,request_236,installments,2662802.5,24,28.0,644.0,11524260.0,63907260.0,False,not_affordable
payment_option_683,request_237,full_payment,23826000.0,1,30.0,0.0,0.0,23826000.0,True,affordable_now
payment_option_684,request_237,installments,1508980.0,18,31.0,527.0,3335640.0,27161640.0,False,affordable_now
payment_option_685,request_237,installments,4288680.0,6,28.0,140.0,1906080.0,25732080.0,False,affordable_now
payment_option_686,request_238,installments,230.05,3,31.0,62.0,26.55,690.15,True,affordable_with_plan
payment_option_687,request_238,full_payment,663.6,1,30.0,0.0,0.0,663.6,False,affordable_with_plan
payment_option_688,request_238,installments,37.29,21,28.0,560.0,119.49,783.09,True,affordable_with_plan
payment_option_689,request_239,full_payment,642.0,1,30.0,0.0,0.0,642.0,True,affordable_now
payment_option_690,request_239,installments,47.08,15,30.0,420.0,64.2,706.2,False,affordable_now
payment_option_691,request_239,installments,115.56,6,31.0,155.0,51.36,693.36,False,affordable_now
payment_option_692,request_240,full_payment,101200.0,1,30.0,0.0,0.0,101200.0,False,not_affordable
payment_option_693,request_240,installments,6409.33,18,31.0,527.0,14167.94,115367.94,False,not_affordable
payment_option_694,request_240,installments,5144.33,24,30.0,690.0,22263.92,123463.92,False,not_affordable
payment_option_695,request_241,installments,7298026.67,3,31.0,62.0,842080.01,21894080.01,True,affordable_with_plan
payment_option_696,request_241,full_payment,21052000.0,1,30.0,0.0,0.0,21052000.0,False,affordable_with_plan
payment_option_697,request_241,installments,1182921.9,21,28.0,560.0,3789359.9,24841359.9,True,affordable_with_plan
payment_option_698,request_242,full_payment,1966.8,1,30.0,0.0,0.0,1966.8,False,not_affordable
payment_option_699,request_242,installments,144.23,15,30.0,420.0,196.65,2163.45,False,not_affordable
payment_option_700,request_242,installments,99.98,24,28.0,644.0,432.72,2399.52,False,not_affordable
payment_option_701,request_243,full_payment,17468.0,1,30.0,0.0,0.0,17468.0,True,affordable_now
payment_option_702,request_243,installments,1106.31,18,31.0,527.0,2445.58,19913.58,False,affordable_now
payment_option_703,request_243,installments,3144.24,6,28.0,140.0,1397.44,18865.44,False,affordable_now
payment_option_704,request_244,full_payment,49918.0,1,30.0,0.0,0.0,49918.0,True,affordable_now
payment_option_705,request_244,installments,2804.92,21,28.0,560.0,8985.32,58903.32,False,affordable_now
payment_option_706,request_244,installments,8985.24,6,30.0,150.0,3993.44,53911.44,False,affordable_now
payment_option_707,request_244,installments,2537.5,24,31.0,713.0,10982.0,60900.0,False,affordable_now
payment_option_708,request_245,full_payment,128500.0,1,30.0,0.0,0.0,128500.0,False,not_affordable
payment_option_709,request_245,installments,9423.33,15,30.0,420.0,12849.95,141349.95,False,not_affordable
payment_option_710,request_246,installments,22216.48,3,30.0,60.0,2563.44,66649.44,True,affordable_with_plan
payment_option_711,request_246,full_payment,64086.0,1,30.0,0.0,0.0,64086.0,False,affordable_with_plan
payment_option_712,request_246,installments,4058.78,18,31.0,527.0,8972.04,73058.04,True,affordable_with_plan
payment_option_713,request_247,full_payment,1059.3,1,30.0,0.0,0.0,1059.3,True,affordable_now
payment_option_714,request_247,installments,59.52,21,28.0,560.0,190.62,1249.92,False,affordable_now
payment_option_715,request_247,installments,190.67,6,30.0,150.0,84.72,1144.02,False,affordable_now
payment_option_716,request_248,full_payment,1965.6,1,30.0,0.0,0.0,1965.6,False,affordable_with_plan
payment_option_717,request_248,installments,144.14,15,30.0,420.0,196.5,2162.1,False,affordable_with_plan
payment_option_718,request_248,installments,99.92,24,28.0,644.0,432.48,2398.08,False,affordable_with_plan
payment_option_719,request_249,full_payment,643.2,1,30.0,0.0,0.0,643.2,False,not_affordable
payment_option_720,request_249,installments,40.74,18,31.0,527.0,90.12,733.32,False,not_affordable
payment_option_721,request_250,full_payment,124278.0,1,30.0,0.0,0.0,124278.0,False,not_affordable
payment_option_722,request_250,installments,6983.24,21,28.0,560.0,22370.04,146648.04,False,not_affordable
payment_option_723,request_250,installments,6317.47,24,31.0,713.0,27341.28,151619.28,False,not_affordable
payment_option_724,request_251,full_payment,1513.6,1,30.0,0.0,0.0,1513.6,True,affordable_with_plan
payment_option_725,request_251,installments,111.0,15,30.0,420.0,151.4,1665.0,False,affordable_with_plan
payment_option_726,request_252,full_payment,28082000.0,1,30.0,0.0,0.0,28082000.0,False,affordable_later
payment_option_727,request_252,installments,1778526.67,18,31.0,527.0,3931480.06,32013480.06,False,affordable_later
payment_option_728,request_252,installments,1427501.67,24,30.0,690.0,6178040.08,34260040.08,False,affordable_later
payment_option_729,request_253,installments,984.6,3,31.0,62.0,113.6,2953.8,True,affordable_with_plan
payment_option_730,request_253,full_payment,2840.2,1,30.0,0.0,0.0,2840.2,False,affordable_with_plan
payment_option_731,request_253,installments,159.59,21,28.0,560.0,511.19,3351.39,True,affordable_with_plan
payment_option_732,request_254,full_payment,3535.2,1,30.0,0.0,0.0,3535.2,False,affordable_later
payment_option_733,request_254,installments,259.25,15,30.0,420.0,353.55,3888.75,False,affordable_later
payment_option_734,request_254,installments,179.71,24,28.0,644.0,777.84,4313.04,False,affordable_later
payment_option_735,request_255,full_payment,3345000.0,1,30.0,0.0,0.0,3345000.0,False,affordable_with_plan
payment_option_736,request_255,installments,192337.5,18,31.0,527.0,117075.0,3462075.0,False,affordable_with_plan
payment_option_737,request_256,installments,75816.0,3,31.0,62.0,8748.0,227448.0,True,affordable_with_plan
payment_option_738,request_256,full_payment,218700.0,1,30.0,0.0,0.0,218700.0,False,affordable_with_plan
payment_option_739,request_256,installments,12288.86,21,28.0,560.0,39366.06,258066.06,True,affordable_with_plan
payment_option_740,request_257,full_payment,1352.4,1,30.0,0.0,0.0,1352.4,False,affordable_later
payment_option_741,request_257,installments,99.18,15,30.0,420.0,135.3,1487.7,False,affordable_later
payment_option_742,request_258,full_payment,1113.6,1,30.0,0.0,0.0,1113.6,True,affordable_now
payment_option_743,request_258,installments,70.53,18,31.0,527.0,155.94,1269.54,False,affordable_now
payment_option_744,request_258,installments,200.45,6,28.0,140.0,89.1,1202.7,False,affordable_now
payment_option_745,request_258,installments,56.61,24,30.0,690.0,245.04,1358.64,False,affordable_now
payment_option_746,request_259,full_payment,935.0,1,30.0,0.0,0.0,935.0,False,affordable_later
payment_option_747,request_259,installments,52.54,21,28.0,560.0,168.34,1103.34,False,affordable_later
payment_option_748,request_260,full_payment,52079000.0,1,30.0,0.0,0.0,52079000.0,False,not_affordable
payment_option_749,request_260,installments,3819126.67,15,30.0,420.0,5207900.05,57286900.05,False,not_affordable
payment_option_750,request_260,installments,2647349.17,24,28.0,644.0,11457380.08,63536380.08,False,not_affordable
payment_option_751,request_261,full_payment,1830.4,1,30.0,0.0,0.0,1830.4,True,affordable_now
payment_option_752,request_261,installments,115.93,18,31.0,527.0,256.34,2086.74,False,affordable_now
payment_option_753,request_261,installments,329.47,6,28.0,140.0,146.42,1976.82,False,affordable_now
payment_option_754,request_262,full_payment,9236000.0,1,30.0,0.0,0.0,9236000.0,True,affordable_now
payment_option_755,request_262,installments,455202.86,21,28.0,560.0,323260.06,9559260.06,False,affordable_now
payment_option_756,request_262,installments,404075.0,24,31.0,713.0,461800.0,9697800.0,False,affordable_now
payment_option_757,request_263,full_payment,51546.0,1,30.0,0.0,0.0,51546.0,False,not_affordable
payment_option_758,request_263,installments,3780.04,15,30.0,420.0,5154.6,56700.6,False,not_affordable
payment_option_759,request_264,full_payment,111300.0,1,30.0,0.0,0.0,111300.0,False,affordable_later
payment_option_760,request_264,installments,7049.0,18,31.0,527.0,15582.0,126882.0,False,affordable_later
payment_option_761,request_264,installments,5657.75,24,30.0,690.0,24486.0,135786.0,False,affordable_later
payment_option_762,request_265,full_payment,45970.0,1,30.0,0.0,0.0,45970.0,False,affordable_later
payment_option_763,request_265,installments,2265.67,21,28.0,560.0,1609.07,47579.07,False,affordable_later
payment_option_764,request_266,installments,324.13,3,28.0,56.0,37.39,972.39,True,affordable_with_plan
payment_option_765,request_266,full_payment,935.0,1,30.0,0.0,0.0,935.0,False,affordable_with_plan
payment_option_766,request_266,installments,68.57,15,30.0,420.0,93.55,1028.55,True,affordable_with_plan
payment_option_767,request_267,installments,667.33,3,30.0,60.0,76.99,2001.99,True,affordable_with_plan
payment_option_768,request_267,full_payment,1925.0,1,30.0,0.0,0.0,1925.0,False,affordable_with_plan
payment_option_769,request_267,installments,121.92,18,31.0,527.0,269.56,2194.56,True,affordable_with_plan
payment_option_770,request_268,installments,841.22,3,31.0,62.0,97.06,2523.66,True,affordable_with_plan
payment_option_771,request_268,full_payment,2426.6,1,30.0,0.0,0.0,2426.6,False,affordable_with_plan
payment_option_772,request_268,installments,136.35,21,28.0,560.0,436.75,2863.35,True,affordable_with_plan
payment_option_773,request_269,full_payment,15490.0,1,30.0,0.0,0.0,15490.0,False,not_affordable
payment_option_774,request_269,installments,1068.81,15,30.0,420.0,542.15,16032.15,False,not_affordable
payment_option_775,request_270,full_payment,3028.8,1,30.0,0.0,0.0,3028.8,False,not_affordable
payment_option_776,request_270,installments,191.82,18,31.0,527.0,423.96,3452.76,False,not_affordable
payment_option_777,request_270,installments,153.96,24,30.0,690.0,666.24,3695.04,False,not_affordable
payment_option_778,request_271,full_payment,91300.0,1,30.0,0.0,0.0,91300.0,False,affordable_later
payment_option_779,request_271,installments,5130.19,21,28.0,560.0,16433.99,107733.99,False,affordable_later
payment_option_780,request_272,installments,4709466.67,3,28.0,56.0,543400.01,14128400.01,True,affordable_with_plan
payment_option_781,request_272,full_payment,13585000.0,1,30.0,0.0,0.0,13585000.0,False,affordable_with_plan
payment_option_782,request_272,installments,996233.33,15,30.0,420.0,1358499.95,14943499.95,True,affordable_with_plan
payment_option_783,request_273,full_payment,15861000.0,1,30.0,0.0,0.0,15861000.0,False,affordable_with_plan
payment_option_784,request_273,installments,5498480.0,3,28.0,56.0,634440.0,16495440.0,False,affordable_with_plan
payment_option_785,request_274,installments,940.75,3,31.0,62.0,108.55,2822.25,True,affordable_with_plan
payment_option_786,request_274,full_payment,2713.7,1,30.0,0.0,0.0,2713.7,False,affordable_with_plan
payment_option_787,request_274,installments,152.48,21,28.0,560.0,488.38,3202.08,True,affordable_with_plan
payment_option_788,request_275,full_payment,15884000.0,1,30.0,0.0,0.0,15884000.0,True,affordable_now
payment_option_789,request_275,installments,1164826.67,15,30.0,420.0,1588400.05,17472400.05,False,affordable_now
payment_option_790,request_275,installments,2859120.0,6,31.0,155.0,1270720.0,17154720.0,False,affordable_now
